path,bytes,content_id,section,scope
appendix_outputs\C_GFE\std_sensitivity\mechanics\STD_No_pressure_gamma1_eps1_seed260871_T2.npz,5346,00000000000014e21e57dad3818f6a47,C,current figure/table evidence
appendix_outputs\C_GFE\std_sensitivity\mechanics\STD_No_pressure_gamma1_eps1_seed260871_T3.npz,5348,00000000000014e444bd7bcf6fe87122,C,current figure/table evidence
appendix_outputs\C_GFE\std_sensitivity\mechanics\STD_No_uniformity_gamma1_eps1_seed260869_T1.npz,5337,00000000000014d911784c094f4383de,C,current figure/table evidence
appendix_outputs\C_GFE\std_sensitivity\mechanics\STD_No_uniformity_gamma1_eps1_seed260869_T2.npz,5345,00000000000014e1e52e0fb321bd8822,C,current figure/table evidence
appendix_outputs\C_GFE\std_sensitivity\mechanics\STD_No_uniformity_gamma1_eps1_seed260869_T3.npz,5345,00000000000014e173c330a33863820f,C,current figure/table evidence
appendix_outputs\C_GFE\std_sensitivity\mechanics\STD_No_uniformity_gamma1_eps1_seed260870_T1.npz,5340,00000000000014dc8aeef6a3a8dc7dce,C,current figure/table evidence
appendix_outputs\C_GFE\std_sensitivity\mechanics\STD_No_uniformity_gamma1_eps1_seed260870_T2.npz,5347,00000000000014e30d33eb8e8d477f57,C,current figure/table evidence
appendix_outputs\C_GFE\std_sensitivity\mechanics\STD_No_uniformity_gamma1_eps1_seed260870_T3.npz,5349,00000000000014e588d58a0f056b7b37,C,current figure/table evidence
appendix_outputs\C_GFE\std_sensitivity\mechanics\STD_No_uniformity_gamma1_eps1_seed260871_T1.npz,5333,00000000000014d59a6b2ee5165e623b,C,current figure/table evidence
appendix_outputs\C_GFE\std_sensitivity\mechanics\STD_No_uniformity_gamma1_eps1_seed260871_T2.npz,5338,00000000000014daf6e3fd3a0c585df1,C,current figure/table evidence
appendix_outputs\C_GFE\std_sensitivity\mechanics\STD_No_uniformity_gamma1_eps1_seed260871_T3.npz,5341,00000000000014dd8901e584b6836203,C,current figure/table evidence
appendix_outputs\C_GFE\beta_review_data\C5_beta_results.csv,6672,0000000000001a102887a381ce56dc73,C,current figure/table evidence
appendix_outputs\C_GFE\beta_review_data\C5_beta_summary.csv,7586,0000000000001da2e52629cfe5f0b29c,C,current figure/table evidence
appendix_outputs\C_GFE\beta_review_data\C5_convergence_histories.csv,3322476,000000000032b26c2df7cea37e01491a,C,current figure/table evidence
appendix_outputs\C_GFE\beta_review_data\C5_exportable_fields_and_commands.npz,4958371,00000000004ba8a32eb741141c8530e4,C,current figure/table evidence
appendix_outputs\C_GFE\beta_review_data\C5_objective_and_gradient_terms.csv,4508,000000000000119c0ae064a6c784ce8a,C,current figure/table evidence
appendix_outputs\C_GFE\beta_review_data\parameters.json,2096,000000000000083054b464dd9c4608c4,C,current figure/table evidence
appendix_outputs\C_GFE\directional_review_data\000000000000031a39e1ac3e_export.npz,1040779,00000000000fe18b833e1f78eaab8673,C,current figure/table evidence
appendix_outputs\C_GFE\directional_review_data\000000000000031cb65bd4da_export.npz,1022780,00000000000f9b3cf9a8d648452d03ed,C,current figure/table evidence
appendix_outputs\C_GFE\directional_review_data\000000000000031d8fc51e1c_export.npz,1041300,00000000000fe3942468eba8c29b78d3,C,current figure/table evidence
appendix_outputs\C_GFE\directional_review_data\00000000000003400cd2edb5_export.npz,1034812,00000000000fca3ca6f8f6c64151ebaa,C,current figure/table evidence
appendix_outputs\C_GFE\directional_review_data\00000000000003417559a21c_export.npz,1030740,00000000000fba5416ff771d472df3f0,C,current figure/table evidence
appendix_outputs\C_GFE\directional_review_data\000000000000034184a4a079_export.npz,1027519,00000000000fadbfd0e0a2b3caf3007f,C,current figure/table evidence
appendix_outputs\C_GFE\directional_review_data\00000000000003420c8661b9_export.npz,1029045,00000000000fb3b510bc5a238a5fd028,C,current figure/table evidence
appendix_outputs\C_GFE\directional_review_data\0000000000000342aa8e57dc_export.npz,1031924,00000000000fbef45a8b58b067189a45,C,current figure/table evidence
appendix_outputs\C_GFE\directional_review_data\000000000000034343085b45_export.npz,1033603,00000000000fc58331247c53011d5150,C,current figure/table evidence
appendix_outputs\C_GFE\directional_review_data\0000000000000343dc611d06_export.npz,1027697,00000000000fae71f53c6def8a60b618,C,current figure/table evidence
appendix_outputs\C_GFE\directional_review_data\000000000000034413cf8622_export.npz,1040387,00000000000fe003dbd0ef60d994577d,C,current figure/table evidence
appendix_outputs\C_GFE\directional_review_data\00000000000003449e357410_export.npz,1039758,00000000000fdd8ec3bd20eb267edd78,C,current figure/table evidence
appendix_outputs\C_GFE\directional_review_data\00000000000003463c4613b8_export.npz,1033996,00000000000fc70cbb56c401f07db2df,C,current figure/table evidence
appendix_outputs\C_GFE\directional_review_data\00000000000003484924c036_export.npz,1026518,00000000000fa9d66e1899e759b2fae0,C,current figure/table evidence
appendix_outputs\C_GFE\directional_review_data\0000000000000377904c6088_export.npz,1012687,00000000000f73cf22ba500fbd3f3472,C,current figure/table evidence
appendix_outputs\C_GFE\directional_review_data\0000000000000377a1092152_export.npz,1012598,00000000000f737608bfa2b61a8cc98d,C,current figure/table evidence
appendix_outputs\C_GFE\directional_review_data\0000000000000379a71baafc_export.npz,986643,00000000000f0e13f362424c37538c5d,C,current figure/table evidence
appendix_outputs\C_GFE\directional_review_data\000000000000038848109168_export.npz,1010957,00000000000f6d0dd6b8746da097e0c1,C,current figure/table evidence
appendix_outputs\C_GFE\directional_review_data\000000000000038a07a7438f_export.npz,988012,00000000000f136caf6a1b4ff906090a,C,current figure/table evidence
appendix_outputs\C_GFE\directional_review_data\0000000000000399607bcb90_export.npz,987062,00000000000f0fb6f14259f56ffcee38,C,current figure/table evidence
appendix_outputs\C_GFE\directional_review_data\0000000000000399a800865b_export.npz,1013898,00000000000f788abcb60b18545211ca,C,current figure/table evidence
appendix_outputs\C_GFE\directional_review_data\00000000000003a31a97eca1_export.npz,1011873,00000000000f70a124161c6d81d47c56,C,current figure/table evidence
appendix_outputs\C_GFE\directional_review_data\00000000000003a670961d7c_export.npz,1012731,00000000000f73fb8ad5912561ae2ff1,C,current figure/table evidence
appendix_outputs\C_GFE\directional_review_data\00000000000003a6c154d085_export.npz,1012144,00000000000f71b087a38fdbc6ea3618,C,current figure/table evidence
appendix_outputs\C_GFE\directional_review_data\00000000000003a86a4b7fa5_export.npz,977402,00000000000ee9faff30689f7674e86c,C,current figure/table evidence
appendix_outputs\C_GFE\directional_review_data\00000000000003a96c519434_export.npz,1014456,00000000000f7ab82b24876e75eda0c4,C,current figure/table evidence
appendix_outputs\C_GFE\directional_review_data\00000000000003aa2d07512c_export.npz,1000476,00000000000f441ce5aad6e71445a7f5,C,current figure/table evidence
appendix_outputs\C_GFE\directional_review_data\00000000000003aacf437bf4_export.npz,974937,00000000000ee059f3b5f042ec128e7c,C,current figure/table evidence
appendix_outputs\C_GFE\directional_review_data\00000000000003ab83ac6db6_export.npz,977560,00000000000eea98a862e0dc52c15119,C,current figure/table evidence
appendix_outputs\C_GFE\directional_review_data\00000000000003ac9032777c_export.npz,1013554,00000000000f773230422f75869709fb,C,current figure/table evidence
appendix_outputs\C_GFE\directional_review_data\00000000000003ae0f914fbd_export.npz,977112,00000000000ee8d85863e0ad4d1b7218,C,current figure/table evidence
appendix_outputs\C_GFE\directional_review_data\00000000000003af74f8015f_export.npz,977422,00000000000eea0e02fdcc03adca325b,C,current figure/table evidence
appendix_outputs\C_GFE\directional_review_data\00000000000003b774fd44ee_export.npz,1008306,00000000000f62b2031e4416313967df,C,current figure/table evidence
appendix_outputs\C_GFE\directional_review_data\00000000000003b904ac04de_export.npz,1005895,00000000000f59478c38db1cdfbab60e,C,current figure/table evidence
appendix_outputs\C_GFE\directional_review_data\00000000000003b9499d0128_export.npz,1008209,00000000000f62519a3e0f2b790c4d07,C,current figure/table evidence
appendix_outputs\C_GFE\directional_review_data\00000000000003baf27c31ab_export.npz,1010185,00000000000f6a0903121eb7e58288d1,C,current figure/table evidence
appendix_outputs\C_GFE\directional_review_data\00000000000003bb41eddaaa_export.npz,1006920,00000000000f5d48e8ff0f105d90e65f,C,current figure/table evidence
appendix_outputs\C_GFE\directional_review_data\00000000000003bba4c485b1_export.npz,1013940,00000000000f78b4fc6fd30d846163ae,C,current figure/table evidence
appendix_outputs\C_GFE\directional_review_data\00000000000003bc0fe183ff_export.npz,1028447,00000000000fb15ff28bae6ae0a02120,C,current figure/table evidence
appendix_outputs\C_GFE\directional_review_data\00000000000003beb25175ce_export.npz,1010696,00000000000f6c08c1a2a1758e5ce481,C,current figure/table evidence
appendix_outputs\C_GFE\directional_review_data\00000000000003bf03e65f11_export.npz,1011915,00000000000f70cb342ae73fcb185dae,C,current figure/table evidence
appendix_outputs\C_GFE\directional_review_data\00000000000003c021044524_export.npz,1024036,00000000000fa0246fc6d5a71ad7c6d4,C,current figure/table evidence
appendix_outputs\C_GFE\directional_review_data\C4_expanded_directional_weights.csv,48116,000000000000bbf45052352a26acbd80,C,current figure/table evidence
appendix_outputs\C_GFE\directional_review_data\C4_summary_median_IQR_range_CI.csv,42641,000000000000a69109d7624d1500e066,C,current figure/table evidence
appendix_outputs\C_GFE\directional_review_data\protocol.json,221,00000000000000dd047fd20a6e212e9e,C,current figure/table evidence
